mgs_id	species	met_id	metabolite	class	subclass	rho	pval	n
hMGS.01559	Intestinimonas massiliensis	met_100019990	glucuronide of C10H18O2 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	0.0106196333298114	0.442017560384313	5742
hMGS.01559	Intestinimonas massiliensis	met_100001310	nicotinamide riboside	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	-0.0106015572927854	0.442794956130136	5742
hMGS.01559	Intestinimonas massiliensis	met_100001664	N6-succinyladenosine	Nucleotide	Purine Metabolism, Adenine containing	-0.0105702103880897	0.444144942956964	5742
hMGS.01559	Intestinimonas massiliensis	met_999923636	X - 23636	""	""	-0.010519620275237	0.446328604921407	5742
hMGS.01559	Intestinimonas massiliensis	met_100010895	2'-O-methylcytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	-0.0104431670979408	0.449640181390057	5742
hMGS.01559	Intestinimonas massiliensis	met_100021141	3-hydroxydecanoylcarnitine	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	0.0104178164175817	0.450741315385657	5742
hMGS.01559	Intestinimonas massiliensis	met_1140	gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid	0.0103724812390367	0.45271429799808	5742
hMGS.01559	Intestinimonas massiliensis	met_100003169	isoleucylglycine	Peptide	Dipeptide	0.0103197883328482	0.455013603656014	5742
hMGS.01559	Intestinimonas massiliensis	met_999921839	X - 21839	""	""	0.0103074634642874	0.455552358400646	5742
hMGS.01559	Intestinimonas massiliensis	met_512	taurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	-0.0103061866228437	0.455608193249312	5742
hMGS.01559	Intestinimonas massiliensis	met_999924549	X - 24549	""	""	-0.0140278792863539	0.456011377877775	3126
hMGS.01559	Intestinimonas massiliensis	met_999926106	X - 26106	""	""	0.0224420091211102	0.456525546224854	1240
hMGS.01559	Intestinimonas massiliensis	met_100001580	docosapentaenoate (n6 DPA; 22:5n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	-0.0115262780946991	0.458538946895896	4502
hMGS.01559	Intestinimonas massiliensis	met_100001337	linolenate [alpha or gamma; (18:3n3 or 6)]	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	0.0101724356707229	0.461478255761343	5742
hMGS.01559	Intestinimonas massiliensis	met_100006614	adipoylcarnitine (C6-DC)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)	0.0101649449357748	0.461808253375801	5742
hMGS.01559	Intestinimonas massiliensis	met_100020414	6-bromotryptophan	Amino Acid	Tryptophan Metabolism	-0.0101346950040003	0.463142226148883	5742
hMGS.01559	Intestinimonas massiliensis	met_100000860	6-aminocaproate	Lipid	Fatty Acid, Amino	0.0149226126206793	0.463559729596128	2616
hMGS.01559	Intestinimonas massiliensis	met_100000882	3-hydroxymyristate	Lipid	Fatty Acid, Monohydroxy	0.0101210063268164	0.463746579496697	5742
hMGS.01559	Intestinimonas massiliensis	met_100009069	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*	Lipid	Plasmalogen	-0.0101151629107469	0.464004699241439	5742
hMGS.01559	Intestinimonas massiliensis	met_100006438	citraconate/glutaconate	Energy	TCA Cycle	0.0101113268765854	0.464174190882703	5742
hMGS.01559	Intestinimonas massiliensis	met_100002773	solanidine	Xenobiotics	Food Component/Plant	0.0101106009466102	0.464206269307566	5742
hMGS.01559	Intestinimonas massiliensis	met_100001323	Fibrinopeptide A, des-ala(1)*	Peptide	Fibrinogen Cleavage Peptide	-0.0100754952857762	0.465759039680907	5742
hMGS.01559	Intestinimonas massiliensis	met_1110	N-acetylalanine	Amino Acid	Alanine and Aspartate Metabolism	0.010029718971085	0.467788113311606	5742
hMGS.01559	Intestinimonas massiliensis	met_100006651	trans-3,4-methyleneheptanoate	Xenobiotics	Food Component/Plant	0.00999630701686996	0.469272212137464	5742
hMGS.01559	Intestinimonas massiliensis	met_100004169	2-hydroxyibuprofen	Xenobiotics	Drug - Analgesics, Anesthetics	0.0099748232695644	0.470227854821023	5742
hMGS.01559	Intestinimonas massiliensis	met_100009336	eicosapentaenoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	0.014596794614126	0.473379043887747	2616
hMGS.01559	Intestinimonas massiliensis	met_100000639	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	Lipid	Phosphatidylserine (PS)	-0.00987594079527728	0.474640182589464	5742
hMGS.01559	Intestinimonas massiliensis	met_100001743	tryptophan betaine	Amino Acid	Tryptophan Metabolism	-0.00984503285806761	0.476024003030994	5742
hMGS.01559	Intestinimonas massiliensis	met_999913684	X - 13684	""	""	-0.00978001410854933	0.47894224793269	5742
hMGS.01559	Intestinimonas massiliensis	met_999912812	X - 12812	""	""	0.00971749671684546	0.481757408624185	5742
hMGS.01559	Intestinimonas massiliensis	met_240	3-(4-hydroxyphenyl)lactate	Amino Acid	Tyrosine Metabolism	-0.00970896629371618	0.482142230446336	5742
hMGS.01559	Intestinimonas massiliensis	met_999925267	X - 25267	""	""	0.00969434835141412	0.482802058867307	5742
hMGS.01559	Intestinimonas massiliensis	met_1254	glycerol	Lipid	Glycerolipid Metabolism	0.00967602129252895	0.483630002711478	5742
hMGS.01559	Intestinimonas massiliensis	met_999911372	X - 11372	""	""	-0.00967204032186706	0.483809948950667	5742
hMGS.01559	Intestinimonas massiliensis	met_999924637	X - 24637	""	""	0.00961225279595458	0.486516803501238	5742
hMGS.01559	Intestinimonas massiliensis	met_999924736	X - 24736	""	""	0.00960434602058521	0.486875391070084	5742
hMGS.01559	Intestinimonas massiliensis	met_100006638	deoxycholic acid 3-sulfate	Lipid	Secondary Bile Acid Metabolism	-0.0141427022119669	0.48725287055414	2616
hMGS.01559	Intestinimonas massiliensis	met_340	glycine	Amino Acid	Glycine, Serine and Threonine Metabolism	0.00957047527792118	0.488413109075025	5742
hMGS.01559	Intestinimonas massiliensis	met_100009334	palmitoloelycholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	-0.0166811773327582	0.48921186032119	1886
hMGS.01559	Intestinimonas massiliensis	met_999924585	X - 24585	""	""	-0.00953914487093606	0.48983782417532	5742
hMGS.01559	Intestinimonas massiliensis	met_100021666	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	Partially Characterized Molecules	Partially Characterized Molecules	0.00951602331000317	0.490890683286298	5742
hMGS.01559	Intestinimonas massiliensis	met_1114	3-aminoisobutyrate	Nucleotide	Pyrimidine Metabolism, Thymine containing	-0.00945242951828645	0.49379273735443	5742
hMGS.01559	Intestinimonas massiliensis	met_878	fructose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	0.00942421339789409	0.495083292371169	5742
hMGS.01559	Intestinimonas massiliensis	met_100001398	3,7-dimethylurate	Xenobiotics	Xanthine Metabolism	-0.00936990477930575	0.497572333706533	5742
hMGS.01559	Intestinimonas massiliensis	met_100000272	allo-threonine	Amino Acid	Glycine, Serine and Threonine Metabolism	-0.0135602935815632	0.505363563766008	2616
hMGS.01559	Intestinimonas massiliensis	met_100001007	ribonate	Carbohydrate	Pentose Metabolism	-0.00913889150689803	0.508233997058571	5742
hMGS.01559	Intestinimonas massiliensis	met_100000039	methionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	-0.00913459446767807	0.50843344151785	5742
hMGS.01559	Intestinimonas massiliensis	met_100021123	hydroxy-N6,N6,N6-trimethyllysine*	Amino Acid	Lysine Metabolism	0.009113127109236	0.509430450057143	5742
hMGS.01559	Intestinimonas massiliensis	met_100021015	branched-chain fatty acid 18:0 (2)**	Lipid	Fatty Acid, Branched	-0.0134241154547869	0.509648719264999	2616
hMGS.01559	Intestinimonas massiliensis	met_999918899	X - 18899	""	""	-0.00908830240878379	0.510584658383154	5742
hMGS.01559	Intestinimonas massiliensis	met_100001597	tiglylcarnitine (C5:1-DC)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	-0.00907384479297067	0.511257485030742	5742
hMGS.01559	Intestinimonas massiliensis	met_272	corticosterone	Lipid	Corticosteroids	-0.00907047502761601	0.511414373228311	5742
hMGS.01559	Intestinimonas massiliensis	met_800	cysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	-0.00905356862467107	0.512201873985627	5742
hMGS.01559	Intestinimonas massiliensis	met_100004227	2-aminooctanoate	Lipid	Fatty Acid, Amino	-0.00900483450846087	0.51447544372855	5742
hMGS.01559	Intestinimonas massiliensis	met_100004396	3-hydroxyadipate	Lipid	Fatty Acid, Dicarboxylate	0.0089871199290774	0.515303171447424	5742
hMGS.01559	Intestinimonas massiliensis	met_999921742	X - 21742	""	""	-0.00891641502276208	0.518613786561516	5742
hMGS.01559	Intestinimonas massiliensis	met_100001851	N-acetylserine	Amino Acid	Glycine, Serine and Threonine Metabolism	-0.00890144133738573	0.519316306455409	5742
hMGS.01559	Intestinimonas massiliensis	met_100009014	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	Lipid	Plasmalogen	0.00885344003516124	0.521571687923153	5742
hMGS.01559	Intestinimonas massiliensis	met_100019966	3-hydroxyoleate*	Lipid	Fatty Acid, Monohydroxy	-0.0129422967224074	0.524961484482157	2616
hMGS.01559	Intestinimonas massiliensis	met_100001271	1-stearoyl-GPC (18:0)	Lipid	Lysophospholipid	0.00877819761829564	0.525117126660152	5742
hMGS.01559	Intestinimonas massiliensis	met_999912007	X - 12007	""	""	0.00865878484515987	0.530769087465991	5742
hMGS.01559	Intestinimonas massiliensis	met_100005716	1-oleoyl-GPG (18:1)*	Lipid	Lysophospholipid	0.0127315400798495	0.531732816063452	2616
hMGS.01559	Intestinimonas massiliensis	met_999921834	X - 21834	""	""	-0.00862389142663051	0.532426445899199	5742
hMGS.01559	Intestinimonas massiliensis	met_100020893	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	-0.00855736689581154	0.535593450630952	5742
hMGS.01559	Intestinimonas massiliensis	met_100001426	3-(3-amino-3-carboxypropyl)uridine*	Nucleotide	Pyrimidine Metabolism, Uracil containing	0.00854949374639853	0.535968891206007	5742
hMGS.01559	Intestinimonas massiliensis	met_100004635	methionine sulfone	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	-0.00853232464246317	0.536788079705377	5742
hMGS.01559	Intestinimonas massiliensis	met_100020504	sulfate of piperine metabolite C18H21NO3 (3)*	Xenobiotics	Food Component/Plant	0.00851675157670471	0.537531660548787	5742
hMGS.01559	Intestinimonas massiliensis	met_100008990	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	Lipid	Phosphatidylethanolamine (PE)	-0.0084510379777491	0.540675031008215	5742
hMGS.01559	Intestinimonas massiliensis	met_100002113	cysteine sulfinic acid	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	-0.00844266042970248	0.541076425194975	5742
hMGS.01559	Intestinimonas massiliensis	met_100021467	pentose acid*	Partially Characterized Molecules	Partially Characterized Molecules	-0.00843130393269012	0.541620787537511	5742
hMGS.01559	Intestinimonas massiliensis	met_100001594	beta-hydroxyisovaleroylcarnitine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	-0.00839061610147881	0.543573358967206	5742
hMGS.01559	Intestinimonas massiliensis	met_100001073	androsterone sulfate	Lipid	Androgenic Steroids	0.00837027683730303	0.544550732616373	5742
hMGS.01559	Intestinimonas massiliensis	met_100001739	dihomo-linolenate (20:3n3 or n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	0.00831610017684898	0.547158364989578	5742
hMGS.01559	Intestinimonas massiliensis	met_100021100	tetradecadienedioate (C14:2-DC)*	Lipid	Fatty Acid, Dicarboxylate	0.0082987211922763	0.547996157455436	5742
hMGS.01559	Intestinimonas massiliensis	met_100000997	3-hydroxydecanoate	Lipid	Fatty Acid, Monohydroxy	0.00828702106996418	0.548560544536059	5742
hMGS.01559	Intestinimonas massiliensis	met_828	arabinose	Carbohydrate	Pentose Metabolism	-0.00828427910480836	0.548692852139144	5742
hMGS.01559	Intestinimonas massiliensis	met_100020014	glucuronide of C10H18O2 (7)*	Partially Characterized Molecules	Partially Characterized Molecules	-0.00828042279691909	0.548878956589249	5742
hMGS.01559	Intestinimonas massiliensis	met_1342	3-methoxytyrosine	Amino Acid	Tyrosine Metabolism	-0.00823409937047349	0.551116944452789	5742
hMGS.01559	Intestinimonas massiliensis	met_100008977	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	Lipid	Phosphatidylethanolamine (PE)	-0.0082169030897065	0.551948875384857	5742
hMGS.01559	Intestinimonas massiliensis	met_100002153	betonicine	Xenobiotics	Food Component/Plant	-0.0119946918518363	0.555749279444885	2616
hMGS.01559	Intestinimonas massiliensis	met_100015786	sphingomyelin (d18:0/20:0, d16:0/22:0)*	Lipid	Dihydrosphingomyelins	-0.00810192077051827	0.557527344083376	5742
hMGS.01559	Intestinimonas massiliensis	met_1053	3-ureidopropionate	Nucleotide	Pyrimidine Metabolism, Uracil containing	-0.0081015013662591	0.557547741965628	5742
hMGS.01559	Intestinimonas massiliensis	met_100000016	suberate (C8-DC)	Lipid	Fatty Acid, Dicarboxylate	0.0119086095551653	0.558589148115528	2616
hMGS.01559	Intestinimonas massiliensis	met_100015838	eicosenoylcarnitine (C20:1)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	0.00805045735220112	0.560032994388747	5742
hMGS.01559	Intestinimonas massiliensis	met_535	uridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	0.00804080177607792	0.560503712275915	5742
hMGS.01559	Intestinimonas massiliensis	met_100001872	1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)	Lipid	Phosphatidylserine (PS)	-0.0139254134840947	0.563734680130359	1886
hMGS.01559	Intestinimonas massiliensis	met_100004499	6-oxopiperidine-2-carboxylate	Amino Acid	Lysine Metabolism	0.0079723423124774	0.563846655560597	5742
hMGS.01559	Intestinimonas massiliensis	met_100002736	nicotine	Xenobiotics	Tobacco Metabolite	-0.0117259002246519	0.5646400072625	2616
hMGS.01559	Intestinimonas massiliensis	met_100001022	threonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	0.00789126335487376	0.567818199347073	5742
hMGS.01559	Intestinimonas massiliensis	met_100009406	palmitoleoylcarnitine (C16:1)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	0.00788432198816022	0.568158833899655	5742
hMGS.01559	Intestinimonas massiliensis	met_100001207	4-imidazoleacetate	Amino Acid	Histidine Metabolism	0.00786735151569771	0.568992039249598	5742
hMGS.01559	Intestinimonas massiliensis	met_100021478	1-methyl-5-imidazolelactate	Amino Acid	Histidine Metabolism	0.00784587996300833	0.570047071149457	5742
hMGS.01559	Intestinimonas massiliensis	met_999914939	X - 14939	""	""	-0.00784421977281253	0.570128685518104	5742
hMGS.01559	Intestinimonas massiliensis	met_917	asparagine	Amino Acid	Alanine and Aspartate Metabolism	0.00784056524577985	0.570308360407523	5742
hMGS.01559	Intestinimonas massiliensis	met_999925790	X - 25790	""	""	0.0078071018681964	0.571954841303992	5742
hMGS.01559	Intestinimonas massiliensis	met_244	beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	0.00780028907520723	0.572290324081061	5742
hMGS.01559	Intestinimonas massiliensis	met_999912680	X - 12680	""	""	0.00775136034919213	0.574702465677972	5742
hMGS.01559	Intestinimonas massiliensis	met_999923641	X - 23641	""	""	0.00769232530388954	0.577619224454382	5742
hMGS.01559	Intestinimonas massiliensis	met_100001612	N-acetyl-aspartyl-glutamate (NAAG)	Amino Acid	Glutamate Metabolism	-0.00763775685925343	0.580321480971748	5742
hMGS.01559	Intestinimonas massiliensis	met_100021918	2,4-di-tert-butylphenol	Xenobiotics	Chemical	-0.011217541486168	0.581639402055683	2616
hMGS.01559	Intestinimonas massiliensis	met_100000708	isovalerate (i5:0)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	-0.00758850260666293	0.582765649167214	5742
hMGS.01559	Intestinimonas massiliensis	met_100000299	xanthosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	0.00758577890982225	0.582900948519809	5742
hMGS.01559	Intestinimonas massiliensis	met_100015839	dihomo-linoleoylcarnitine (C20:2)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	-0.00757177306319536	0.583596918701698	5742
hMGS.01559	Intestinimonas massiliensis	met_999925810	X - 25810	""	""	-0.00756859102300121	0.583755092686849	5742
hMGS.01559	Intestinimonas massiliensis	met_803	mannose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	-0.00755955653539071	0.584204290973369	5742
hMGS.01559	Intestinimonas massiliensis	met_1002	allantoin	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	0.00755302244661927	0.584529268632466	5742
hMGS.01559	Intestinimonas massiliensis	met_100020502	sulfate of piperine metabolite C18H21NO3 (1)*	Xenobiotics	Food Component/Plant	0.00751416172095048	0.586463769582135	5742
hMGS.01559	Intestinimonas massiliensis	met_100021678	carnitine of C10H14O2 (5)*	Partially Characterized Molecules	Partially Characterized Molecules	-0.0101130579916648	0.591000025536811	3126
hMGS.01559	Intestinimonas massiliensis	met_999917351	X - 17351	""	""	-0.00739272718779211	0.592527863700793	5742
hMGS.01559	Intestinimonas massiliensis	met_1052	glycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	0.00737757481498047	0.593286543056705	5742
hMGS.01559	Intestinimonas massiliensis	met_100003101	alpha-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism	0.00999789819206933	0.595233242026603	3126
hMGS.01559	Intestinimonas massiliensis	met_100010922	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	Lipid	Diacylglycerol	-0.0107939676441204	0.595983676796622	2616
hMGS.01559	Intestinimonas massiliensis	met_100008914	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	Lipid	Phosphatidylcholine (PC)	-0.00732083740197323	0.59613132837754	5742
hMGS.01559	Intestinimonas massiliensis	met_100001721	N2-acetyllysine	Amino Acid	Lysine Metabolism	0.0107053208279632	0.59900596105042	2616
hMGS.01559	Intestinimonas massiliensis	met_100001195	docosatrienoate (22:3n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	-0.00722338721425372	0.601031876307814	5742
hMGS.01559	Intestinimonas massiliensis	met_100021991	3-hydroxyoctanoylcarnitine (2)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	-0.00720443926164242	0.601986833791927	5742
hMGS.01559	Intestinimonas massiliensis	met_100021252	ginkgolic acid C15:1	Xenobiotics	Food Component/Plant	-0.00716873816742277	0.6037879879209	5742
hMGS.01559	Intestinimonas massiliensis	met_100020212	carboxyibuprofen glucuronide*	Xenobiotics	Drug - Analgesics, Anesthetics	-0.00710640658286489	0.606938463596172	5742
hMGS.01559	Intestinimonas massiliensis	met_158	5,6-dihydrothymine	Nucleotide	Pyrimidine Metabolism, Thymine containing	-0.00704320665855504	0.610140301864376	5742
hMGS.01559	Intestinimonas massiliensis	met_999924951	X - 24951	""	""	0.00695400447406139	0.614672178831911	5742
hMGS.01559	Intestinimonas massiliensis	met_999924970	X - 24970	""	""	0.00691228370059743	0.616796856115061	5742
hMGS.01559	Intestinimonas massiliensis	met_100001402	5-acetylamino-6-formylamino-3-methyluracil	Xenobiotics	Xanthine Metabolism	0.00690764022465168	0.61703352929394	5742
hMGS.01559	Intestinimonas massiliensis	met_1105	alpha-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	0.00687454419033053	0.618721550916546	5742
hMGS.01559	Intestinimonas massiliensis	met_1023	sarcosine	Amino Acid	Glycine, Serine and Threonine Metabolism	-0.00686766558976245	0.619072638245951	5742
hMGS.01559	Intestinimonas massiliensis	met_999912104	X - 12104	""	""	0.00685136089230443	0.619905185454599	5742
hMGS.01559	Intestinimonas massiliensis	met_100020478	dodecadienoate (12:2)*	Lipid	Fatty Acid, Dicarboxylate	0.00685018791830324	0.619965098423096	5742
hMGS.01559	Intestinimonas massiliensis	met_913	maltose	Carbohydrate	Glycogen Metabolism	-0.0068202341339094	0.621495926485308	5742
hMGS.01559	Intestinimonas massiliensis	met_100006121	1-dihomo-linolenylglycerol (20:3)	Lipid	Monoacylglycerol	0.00679035078426401	0.623024788487144	5742
hMGS.01559	Intestinimonas massiliensis	met_356	cortisol	Lipid	Corticosteroids	-0.00670513082533575	0.627393639815746	5742
hMGS.01559	Intestinimonas massiliensis	met_100001006	N-acetylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	0.00670019899865168	0.627646874996819	5742
hMGS.01559	Intestinimonas massiliensis	met_100000442	quinate	Xenobiotics	Food Component/Plant	-0.0066707505894143	0.629159878188447	5742
hMGS.01559	Intestinimonas massiliensis	met_100002196	13-HODE + 9-HODE	Lipid	Fatty Acid, Monohydroxy	-0.00661117283937992	0.632225628506968	5742
hMGS.01559	Intestinimonas massiliensis	met_999918779	X - 18779	""	""	-0.00660749948381179	0.632414859668355	5742
hMGS.01559	Intestinimonas massiliensis	met_100005717	1-palmitoyl-GPG (16:0)*	Lipid	Lysophospholipid	-0.00657187806968843	0.63425112646786	5742
hMGS.01559	Intestinimonas massiliensis	met_1128	2-aminobutyrate	Amino Acid	Glutathione Metabolism	0.00649227299742507	0.638362860999598	5742
hMGS.01559	Intestinimonas massiliensis	met_100016038	(N(1) + N(8))-acetylspermidine	Amino Acid	Polyamine Metabolism	0.00647954522812412	0.639021307988404	5742
hMGS.01559	Intestinimonas massiliensis	met_100009343	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	Lipid	Phosphatidylcholine (PC)	-0.0064758373741645	0.639213180319722	5742
hMGS.01559	Intestinimonas massiliensis	met_100003641	valylglycine	Peptide	Dipeptide	0.00954006945253358	0.639361131175677	2616
hMGS.01559	Intestinimonas massiliensis	met_100006642	glycodeoxycholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	0.00645757894769331	0.640158360921121	5742
hMGS.01559	Intestinimonas massiliensis	met_1082	N-acetylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	0.00645492017827871	0.640296045695019	5742
hMGS.01559	Intestinimonas massiliensis	met_999912822	X - 12822	""	""	-0.00644636478292009	0.64073917212547	5742
hMGS.01559	Intestinimonas massiliensis	met_100001276	N-acetylisoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	-0.00950052689447952	0.640750394245412	2616
hMGS.01559	Intestinimonas massiliensis	met_100008980	1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	Lipid	Phosphatidylcholine (PC)	0.00640255921452892	0.643010083779017	5742
hMGS.01559	Intestinimonas massiliensis	met_100008903	1,2-dilinoleoyl-GPC (18:2/18:2)	Lipid	Phosphatidylcholine (PC)	-0.00638538549570606	0.643901293730375	5742
hMGS.01559	Intestinimonas massiliensis	met_100000656	1-stearoyl-GPI (18:0)	Lipid	Lysophospholipid	0.00637109012373455	0.644643525911358	5742
hMGS.01559	Intestinimonas massiliensis	met_999925957	X - 25957	""	""	0.00636964864678789	0.644718388727212	5742
hMGS.01559	Intestinimonas massiliensis	met_266	cholesterol	Lipid	Sterol	0.00636086791327424	0.645174492121045	5742
hMGS.01559	Intestinimonas massiliensis	met_537	trans-urocanate	Amino Acid	Histidine Metabolism	0.00635288268005887	0.64558939022047	5742
hMGS.01559	Intestinimonas massiliensis	met_100001859	chiro-inositol	Lipid	Inositol Metabolism	0.00629000485119823	0.648860251656017	5742
hMGS.01559	Intestinimonas massiliensis	met_100002406	ibuprofen acyl glucuronide	Xenobiotics	Drug - Analgesics, Anesthetics	-0.00625406324344562	0.650732960313937	5742
hMGS.01559	Intestinimonas massiliensis	met_100004523	N-delta-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	0.00624254995981733	0.651333317876505	5742
hMGS.01559	Intestinimonas massiliensis	met_100010898	naringenin 7-glucuronide	Xenobiotics	Food Component/Plant	-0.00616911998323546	0.65516761307896	5742
hMGS.01559	Intestinimonas massiliensis	met_100001876	sphinganine-1-phosphate	Lipid	Sphingolipid Synthesis	-0.00612578748193778	0.657434587782684	5742
hMGS.01559	Intestinimonas massiliensis	met_231	arginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	0.00610077506091025	0.658744570012039	5742
hMGS.01559	Intestinimonas massiliensis	met_100001611	3beta,7alpha-dihydroxy-5-cholestenoate	Lipid	Sterol	-0.00604898590161034	0.661460264120014	5742
hMGS.01559	Intestinimonas massiliensis	met_100000856	trizma acetate	Xenobiotics	Chemical	-0.00604878973090213	0.661470559321933	5742
hMGS.01559	Intestinimonas massiliensis	met_100021727	cis-3,4-methyleneheptanoate	Lipid	Fatty Acid, Branched	-0.00604759940399757	0.661533030040231	5742
hMGS.01559	Intestinimonas massiliensis	met_362	inosine 5'-monophosphate (IMP)	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	0.00604113722235593	0.661872219264846	5742
hMGS.01559	Intestinimonas massiliensis	met_1026	phosphoethanolamine	Lipid	Phospholipid Metabolism	0.00603924208536488	0.66197170503058	5742
hMGS.01559	Intestinimonas massiliensis	met_100001435	1-linolenoylglycerol (18:3)	Lipid	Monoacylglycerol	-0.00602432513894866	0.662754982617766	5742
hMGS.01559	Intestinimonas massiliensis	met_100001806	o-cresol sulfate	Xenobiotics	Benzoate Metabolism	-0.0060128526614562	0.663357644721375	5742
hMGS.01559	Intestinimonas massiliensis	met_935	sucrose	Carbohydrate	Disaccharides and Oligosaccharides	-0.00880349723929214	0.665442305145292	2616
hMGS.01559	Intestinimonas massiliensis	met_999912096	X - 12096	""	""	-0.00802836780464465	0.669665468619119	3126
hMGS.01559	Intestinimonas massiliensis	met_35	S-1-pyrroline-5-carboxylate	Amino Acid	Glutamate Metabolism	0.00585475572424859	0.67168469333397	5742
hMGS.01559	Intestinimonas massiliensis	met_267	choline phosphate	Lipid	Phospholipid Metabolism	-0.00575848311885455	0.676775309538035	5742
hMGS.01559	Intestinimonas massiliensis	met_100001869	1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	Lipid	Phosphatidylcholine (PC)	-0.00564504857530117	0.682792385485537	5742
hMGS.01559	Intestinimonas massiliensis	met_999917655	X - 17655	""	""	0.00558493773317948	0.685989151726282	5742
hMGS.01559	Intestinimonas massiliensis	met_100001395	1-linoleoyl-GPC (18:2)	Lipid	Lysophospholipid	0.00557685867318192	0.686419235895794	5742
hMGS.01559	Intestinimonas massiliensis	met_452	palmitoleate (16:1n7)	Lipid	Long Chain Monounsaturated Fatty Acid	-0.00550754277182858	0.690113388361958	5742
hMGS.01559	Intestinimonas massiliensis	met_100002953	16-hydroxypalmitate	Lipid	Fatty Acid, Monohydroxy	-0.00550256937176617	0.690378728258266	5742
hMGS.01559	Intestinimonas massiliensis	met_999921319	X - 21319	""	""	0.00542057212911374	0.694758892666227	5742
hMGS.01559	Intestinimonas massiliensis	met_100003926	(R)-3-hydroxybutyrylcarnitine	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	0.00542034493101267	0.694771043480241	5742
hMGS.01559	Intestinimonas massiliensis	met_100020851	3-ethylcatechol sulfate (1)	Xenobiotics	Food Component/Plant	-0.00540583108085929	0.695547423116653	5742
hMGS.01559	Intestinimonas massiliensis	met_999913431	X - 13431	""	""	-0.00534021998832857	0.699061085651226	5742
hMGS.01559	Intestinimonas massiliensis	met_100015744	ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	Ceramides	-0.00528480244039951	0.702033886589972	5742
